file,name_ko,cat20,prompt
"golf-bag-01","골프가방","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a golf bag"
"golf-club-set-01","골프채세트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a golf club set"
"golf-practice-mat-01","골프연습매트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a golf practice mat"
"screen-golf-set-01","스크린골프기기","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a screen golf set"
"table-tennis-table-01","탁구대","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a table tennis table"
"billiard-table-01","당구대","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a billiard table"
"dart-board-01","다트판","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dart board"
"basketball-hoop-01","농구골대","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a basketball hoop"
"badminton-set-01","배드민턴세트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a badminton set"
"tennis-racket-set-01","테니스라켓세트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tennis racket set"
"baseball-set-01","야구배트글러브","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baseball set"
"soccer-ball-set-01","축구공세트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a soccer ball set"
"ski-equipment-set-01","스키용품세트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a ski equipment set"
"snowboard-01","스노보드","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a snowboard"
"board-bag-01","보드가방","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a board bag"
"inline-skates-01","인라인스케이트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a inline skates"
"kick-scooter-01","킥보드","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kick scooter"
"electric-scooter-01","전동킥보드","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a electric scooter"
"bicycle-01","자전거","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bicycle"
"road-bike-01","로드자전거","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a road bike"
"mountain-bike-01","MTB자전거","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mountain bike"
"electric-bicycle-01","전기자전거","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a electric bicycle"
"tricycle-01","세발자전거","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tricycle"
"helmet-pad-set-01","헬멧보호대세트","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a helmet pad set"
"surfboard-01","서핑보드","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a surfboard"
"kayak-01","카약","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kayak"
"paddle-board-01","패들보드","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a paddle board"
"hiking-backpack-01","등산배낭","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a hiking backpack"
"fitness-storage-rack-01","운동기구정리랙","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a fitness storage rack"
"ski-gear-01","스키용품","운동·레저용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a ski gear"
"tent-01","텐트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tent"
"large-tent-01","대형텐트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large tent"
"pop-up-tent-01","원터치텐트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pop up tent"
"tarp-01","타프","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tarp"
"camping-chair-01","캠핑의자","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping chair"
"camping-table-01","캠핑테이블","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping table"
"folding-box-01","폴딩박스","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a folding box"
"cooler-box-01","아이스박스","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cooler box"
"camping-cot-01","캠핑침대","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping cot"
"air-mattress-01","에어매트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a air mattress"
"sleeping-bag-01","침낭","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a sleeping bag"
"camping-lantern-01","캠핑랜턴","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping lantern"
"head-lamp-01","헤드랜턴","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a head lamp"
"camping-stove-01","버너","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping stove"
"gas-torch-01","가스토치","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a gas torch"
"fire-pit-stand-01","화로대","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a fire pit stand"
"grill-net-set-01","그릴망세트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a grill net set"
"camping-cookware-01","캠핑코펠","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping cookware"
"camping-dish-set-01","캠핑식기세트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping dish set"
"camping-kettle-01","캠핑주전자","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping kettle"
"camping-knife-board-01","캠핑칼도마","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping knife board"
"camping-storage-cabinet-01","캠핑수납장","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping storage cabinet"
"camping-wagon-01","캠핑카트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping wagon"
"camping-shelf-01","캠핑선반","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping shelf"
"camping-hanger-01","캠핑행어","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping hanger"
"folding-wagon-01","폴딩웨건","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a folding wagon"
"camping-mat-01","캠핑매트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping mat"
"roll-table-01","롤테이블","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a roll table"
"camping-heater-01","캠핑난로","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping heater"
"camping-fan-heater-01","캠핑팬히터","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping fan heater"
"camping-fan-01","캠핑선풍기","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping fan"
"camping-light-stand-01","캠핑전등스탠드","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping light stand"
"tarp-pole-01","타프폴대","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tarp pole"
"peg-hammer-set-01","팩망치세트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a peg hammer set"
"camping-parasol-01","캠핑파라솔","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping parasol"
"hammock-01","해먹","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a hammock"
"camping-shade-01","캠핑그늘막","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping shade"
"camping-generator-01","캠핑발전기","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping generator"
"portable-power-station-01","파워뱅크대용량","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a portable power station"
"portable-camping-shower-01","캠핑샤워기","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a portable camping shower"
"camping-water-filter-01","캠핑정수기","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping water filter"
"camping-toilet-tent-01","캠핑화장실텐트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping toilet tent"
"camping-kitchen-stand-01","캠핑조리대","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping kitchen stand"
"camping-cooler-bag-01","캠핑용쿨러가방","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping cooler bag"
"fuel-canister-01","캠핑연료통","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a fuel canister"
"camping-axe-saw-set-01","캠핑도끼톱세트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping axe saw set"
"camping-table-set-01","캠핑테이블세트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping table set"
"car-camping-mat-01","차박매트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a car camping mat"
"rooftop-tent-01","루프탑텐트","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a rooftop tent"
"camping-duffel-bag-01","캠핑수납가방","캠핑용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a camping duffel bag"
"dog-house-01","강아지집","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dog house"
"cat-house-01","고양이집","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cat house"
"large-pet-house-01","애견하우스대형","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large pet house"
"cat-tower-01","캣타워","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cat tower"
"large-cat-tower-01","대형캣타워","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large cat tower"
"pet-fence-01","애견울타리","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet fence"
"pet-kennel-01","반려동물켄넬","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet kennel"
"pet-carrier-01","이동장","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet carrier"
"large-pet-carrier-01","대형이동장","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large pet carrier"
"pet-stroller-01","반려동물유모차","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet stroller"
"pet-cushion-01","강아지방석","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet cushion"
"pet-bed-01","펫침대","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet bed"
"large-pet-cushion-01","대형펫쿠션","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large pet cushion"
"pet-food-container-01","사료통","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet food container"
"automatic-feeder-01","자동급식기","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a automatic feeder"
"automatic-water-dispenser-01","자동급수기","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a automatic water dispenser"
"pet-feeding-stand-01","급식대","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet feeding stand"
"cat-litter-box-01","고양이화장실","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cat litter box"
"automatic-litter-box-01","자동고양이화장실","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a automatic litter box"
"dog-potty-tray-01","강아지배변판","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dog potty tray"
"pet-stairs-01","펫계단","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet stairs"
"pet-car-seat-01","펫카시트","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet car seat"
"pet-bathtub-01","반려동물목욕조","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet bathtub"
"pet-dry-room-01","펫드라이룸","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet dry room"
"pet-dryer-01","펫드라이어","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet dryer"
"pet-clothes-box-01","강아지옷수납함","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet clothes box"
"pet-toy-basket-01","장난감바구니펫","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet toy basket"
"cat-scratcher-01","스크래처","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cat scratcher"
"hamster-cage-01","햄스터케이지","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a hamster cage"
"bird-cage-01","새장","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bird cage"
"large-bird-cage-01","대형새장","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large bird cage"
"fish-tank-01","어항","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a fish tank"
"large-aquarium-01","대형어항","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large aquarium"
"aquarium-stand-01","수조받침대","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a aquarium stand"
"reptile-terrarium-01","파충류사육장","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a reptile terrarium"
"large-dog-bed-01","강아지방석대형","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large dog bed"
"pet-mat-01","펫매트","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet mat"
"large-pet-playpen-01","반려동물휀스대형","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large pet playpen"
"pet-treat-jar-01","펫간식보관함","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet treat jar"
"leash-holder-01","강아지리드줄정리","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a leash holder"
"pet-shower-head-01","펫샤워기","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet shower head"
"cat-tunnel-01","고양이터널","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cat tunnel"
"pet-running-wheel-01","펫런닝휠","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet running wheel"
"pet-play-mat-01","강아지운동장매트","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet play mat"
"pet-water-fountain-01","펫정수기","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet water fountain"
"pet-scale-01","펫체중계","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet scale"
"pet-sling-bag-01","반려동물이동가방","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet sling bag"
"pet-step-storage-01","강아지계단수납","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet step storage"
"pet-tent-01","펫하우스텐트","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pet tent"
"cat-pole-01","캣폴","반려동물용품","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cat pole"
"moving-box-01","이삿짐박스","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a moving box"
"large-moving-box-01","대형이삿짐박스","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large moving box"
"wardrobe-box-01","의류박스","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wardrobe box"
"vacuum-plastic-bag-01","압축비닐봉투","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a vacuum plastic bag"
"large-plastic-bag-01","비닐봉투대형","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large plastic bag"
"bubble-wrap-roll-01","뽁뽁이완충재","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bubble wrap roll"
"packing-tape-01","이사용테이프","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a packing tape"
"waste-appliance-01","폐가전","기타 이삿짐 및 폐기물","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a waste appliance"
